0	1	1
0	3	2
0	5	3
0	6	4
0	8	5
0	10	6
0	11	7
0	13	8
0	15	9
0	27	10
0	29	11
0	30	12
0	31	13
0	33	14
0	35	15
0	36	16
0	38	17
0	40	18
0	42	19
0	44	20
0	45	21
0	47	22
0	57	23
0	58	24
0	60	25
0	62	26
0	63	27
0	65	28
0	67	29
0	68	30
0	70	31
0	72	32
0	73	33
0	75	34
0	76	35
0	78	36
0	87	37
0	89	38
0	91	39
0	92	40
0	93	41
0	95	42
0	97	43
0	99	44
0	100	45
0	102	46
0	103	47
0	105	48
0	107	49
0	108	50
0	118	51
0	120	52
0	122	53
0	123	54
0	125	55
0	127	56
0	129	57
0	130	58
0	132	59
0	134	60
0	135	61
0	136	62
0	150	63
0	152	64
0	153	65
0	155	66
0	156	67
0	158	68
0	160	69
0	161	70
0	163	71
0	165	72
0	166	73
0	168	74
0	170	75
0	171	76
0	173	77
0	174	78
0	176	79
0	177	80
0	179	81
0	181	82
0	182	83
0	184	84
0	185	85
0	199	86
0	201	87
0	202	88
0	204	89
0	206	90
0	207	91
0	210	92
0	211	93
0	213	94
0	215	95
0	216	96
0	218	97
0	219	98
0	221	99
0	223	100
1	18	1
1	19	2
1	21	3
1	22	4
1	24	5
1	25	6
1	50	7
1	51	8
1	53	9
1	54	10
1	56	11
1	80	12
1	81	13
1	83	14
1	85	15
1	109	16
1	110	17
1	112	18
1	113	19
1	115	20
1	138	21
1	139	22
1	141	23
1	143	24
1	144	25
1	146	26
1	148	27
1	188	28
1	189	29
1	191	30
1	192	31
1	194	32
1	196	33
1	197	34
1	224	35
1	226	36
1	228	37
1	230	38
1	232	39
1	234	40
1	235	41
1	237	42
1	238	43
1	240	44
1	241	45
1	243	46
1	244	47
1	246	48
1	248	49
1	250	50
1	251	51
1	253	52
1	254	53
1	256	54
1	258	55
1	259	56
1	260	57
1	262	58
1	264	59
1	265	60
1	267	61
1	269	62
1	270	63
1	272	64
1	273	65
1	275	66
1	277	67
1	278	68
1	280	69
1	281	70
1	283	71
1	285	72
1	286	73
1	288	74
1	290	75
1	291	76
1	293	77
1	294	78
1	296	79
1	298	80
1	300	81
1	301	82
1	303	83
1	304	84
1	306	85
1	308	86
1	310	87
1	311	88
1	313	89
1	315	90
1	316	91
1	318	92
1	319	93
1	321	94
1	324	95
1	326	96
1	329	97
1	330	98
1	332	99
1	333	100
