1	21	1
1	23	2
1	24	3
1	26	4
1	27	5
1	29	6
1	63	7
1	65	8
1	66	9
1	68	10
1	69	11
1	93	12
1	94	13
1	96	14
1	97	15
1	99	16
1	101	17
1	123	18
1	124	19
1	126	20
1	128	21
1	129	22
1	161	23
1	163	24
1	165	25
1	166	26
1	168	27
1	169	28
1	171	29
1	202	30
1	204	31
1	206	32
1	208	33
1	209	34
1	211	35
1	251	36
1	252	37
1	254	38
1	256	39
1	258	40
1	259	41
1	293	42
1	294	43
1	296	44
1	297	45
1	299	46
1	321	47
1	323	48
1	325	49
1	326	50
1	328	51
1	329	52
1	362	53
1	363	54
1	365	55
1	367	56
1	369	57
1	371	58
1	413	59
1	414	60
1	416	61
1	418	62
1	419	63
1	443	64
1	445	65
1	446	66
1	448	67
1	449	68
1	451	69
1	472	70
1	474	71
1	475	72
1	477	73
0	31	1
0	33	2
0	35	3
0	36	4
0	38	5
0	39	6
0	41	7
0	72	8
0	74	9
0	75	10
0	77	11
0	79	12
0	112	13
0	113	14
0	115	15
0	116	16
0	118	17
0	119	18
0	121	19
0	151	20
0	153	21
0	154	22
0	156	23
0	158	24
0	159	25
0	161	26
0	194	27
0	195	28
0	197	29
0	199	30
0	201	31
0	231	32
0	233	33
0	234	34
0	236	35
0	237	36
0	239	37
0	240	38
0	242	39
0	281	40
0	283	41
0	285	42
0	287	43
0	288	44
0	290	45
0	331	46
0	332	47
0	334	48
0	336	49
0	337	50
0	339	51
0	373	52
0	374	53
0	376	54
0	377	55
0	379	56
0	381	57
0	403	58
0	405	59
0	406	60
0	408	61
0	410	62
0	451	63
0	453	64
0	454	65
0	456	66
0	458	67
0	459	68
0	483	69
0	485	70
0	486	71
0	488	72
0	490	73
0	491	74
0	513	75
0	515	76
0	516	77
0	518	78
0	542	79
0	544	80
0	545	81
0	547	82
0	549	83
0	582	84
0	584	85
0	586	86
0	587	87
0	589	88
0	590	89
0	620	90
0	622	91
0	624	92
0	625	93
0	627	94
0	629	95
0	630	96
0	661	97
0	663	98
0	665	99
0	667	100
2	12	1
2	13	2
2	15	3
2	17	4
2	18	5
2	20	6
2	52	7
2	53	8
2	55	9
2	57	10
2	58	11
2	60	12
2	61	13
2	102	14
2	104	15
2	106	16
2	108	17
2	109	18
2	141	19
2	143	20
2	144	21
2	146	22
2	148	23
2	149	24
2	182	25
2	184	26
2	185	27
2	187	28
2	188	29
2	190	30
2	191	31
2	222	32
2	224	33
2	225	34
2	227	35
2	228	36
2	230	37
2	262	38
2	264	39
2	266	40
2	268	41
2	269	42
2	300	43
2	302	44
2	304	45
2	305	46
2	307	47
2	308	48
2	310	49
2	341	50
2	343	51
2	345	52
2	346	53
2	348	54
2	349	55
2	382	56
2	384	57
2	385	58
2	387	59
2	388	60
2	391	61
2	420	62
2	422	63
2	424	64
2	425	65
2	427	66
2	428	67
2	460	68
2	462	69
2	464	70
2	465	71
2	467	72
2	468	73
2	470	74
2	502	75
2	504	76
2	505	77
2	507	78
2	509	79
2	510	80
2	512	81
2	551	82
2	553	83
2	555	84
2	556	85
2	558	86
2	559	87
2	561	88
2	593	89
2	595	90
2	596	91
2	598	92
2	631	93
2	632	94
2	634	95
2	636	96
2	637	97
2	639	98
2	641	99
2	668	100
3	2	1
3	4	2
3	6	3
3	8	4
3	41	5
3	43	6
3	44	7
3	46	8
3	48	9
3	49	10
3	81	11
3	83	12
3	85	13
3	86	14
3	88	15
3	89	16
3	91	17
3	131	18
3	133	19
3	134	20
3	136	21
3	137	22
3	139	23
3	140	24
3	173	25
3	175	26
3	177	27
3	178	28
3	180	29
3	181	30
3	213	31
3	215	32
3	217	33
3	218	34
3	220	35
3	244	36
3	245	37
3	247	38
3	248	39
3	271	40
3	272	41
3	275	42
3	277	43
3	279	44
3	311	45
3	313	46
3	315	47
3	316	48
3	318	49
3	320	50
3	352	51
3	353	52
3	355	53
3	357	54
3	358	55
3	360	56
3	392	57
3	394	58
3	396	59
3	397	60
3	399	61
3	401	62
3	431	63
3	433	64
3	435	65
3	437	66
3	439	67
3	440	68
3	441	69
3	493	70
3	494	71
3	496	72
3	498	73
3	499	74
3	521	75
3	522	76
3	524	77
3	526	78
3	527	79
3	529	80
3	530	81
3	562	82
3	564	83
3	566	84
3	568	85
3	569	86
3	570	87
3	613	88
3	614	89
3	616	90
3	617	91
3	619	92
3	642	93
3	644	94
3	646	95
3	648	96
3	649	97
3	651	98
3	669	99
3	671	100
1	479	74
1	481	75
1	531	76
1	533	77
1	534	78
1	536	79
1	538	80
1	540	81
1	541	82
1	573	83
1	575	84
1	576	85
1	578	86
1	580	87
1	600	88
1	602	89
1	603	90
1	605	91
1	607	92
1	609	93
1	611	94
1	612	95
1	653	96
1	655	97
1	656	98
1	658	99
1	660	100
