3	35	1
3	36	2
3	38	3
3	39	4
3	41	5
3	63	6
3	65	7
3	67	8
3	69	9
3	71	10
3	72	11
3	83	12
3	84	13
3	85	14
3	87	15
3	89	16
3	90	17
3	92	18
3	94	19
3	95	20
3	97	21
3	98	22
3	100	23
3	101	24
3	103	25
3	104	26
3	106	27
3	107	28
3	109	29
3	111	30
3	112	31
3	114	32
3	116	33
3	117	34
3	119	35
3	120	36
3	122	37
3	124	38
3	125	39
3	127	40
3	128	41
3	130	42
3	131	43
3	133	44
3	134	45
3	136	46
3	138	47
3	139	48
3	141	49
3	142	50
3	144	51
3	145	52
3	147	53
3	148	54
3	150	55
3	151	56
3	153	57
3	154	58
3	156	59
3	157	60
3	159	61
3	160	62
3	162	63
3	163	64
3	165	65
3	167	66
3	168	67
3	170	68
3	172	69
3	173	70
3	175	71
3	176	72
3	178	73
3	180	74
3	181	75
3	183	76
3	185	77
3	186	78
3	188	79
3	189	80
3	191	81
3	193	82
3	194	83
3	196	84
3	198	85
3	199	86
3	201	87
3	202	88
3	204	89
3	205	90
3	207	91
3	209	92
3	210	93
3	212	94
3	214	95
3	216	96
3	217	97
3	219	98
3	221	99
3	233	100
2	25	1
2	27	2
2	28	3
2	30	4
2	31	5
2	33	6
2	75	7
2	77	8
2	79	9
2	80	10
2	103	11
2	105	12
2	106	13
2	108	14
2	109	15
2	111	16
2	113	17
2	134	18
2	135	19
2	137	20
2	139	21
2	140	22
2	142	23
2	164	24
2	165	25
2	167	26
2	168	27
2	170	28
2	171	29
2	194	30
2	196	31
2	197	32
2	199	33
2	201	34
2	222	35
2	224	36
2	226	37
2	227	38
2	229	39
2	230	40
2	232	41
2	234	42
2	236	43
2	237	44
2	239	45
2	241	46
2	243	47
2	245	48
2	247	49
2	249	50
2	250	51
2	252	52
2	254	53
2	255	54
2	256	55
2	258	56
2	260	57
2	261	58
2	263	59
2	265	60
2	266	61
2	268	62
2	270	63
2	272	64
2	273	65
2	275	66
2	277	67
2	278	68
2	280	69
2	282	70
2	284	71
2	285	72
2	286	73
2	288	74
2	289	75
2	291	76
2	293	77
2	294	78
2	296	79
2	298	80
2	299	81
2	300	82
2	302	83
2	304	84
2	305	85
2	307	86
2	309	87
2	310	88
2	312	89
2	313	90
2	315	91
2	317	92
2	319	93
2	320	94
2	322	95
2	323	96
2	325	97
2	326	98
2	328	99
2	330	100
1	13	1
1	15	2
1	16	3
1	18	4
1	19	5
1	20	6
1	22	7
1	23	8
1	54	9
1	55	10
1	57	11
1	59	12
1	60	13
1	94	14
1	95	15
1	96	16
1	98	17
1	100	18
1	101	19
1	114	20
1	116	21
1	117	22
1	119	23
1	121	24
1	143	25
1	144	26
1	146	27
1	147	28
1	149	29
1	151	30
1	172	31
1	174	32
1	175	33
1	177	34
1	179	35
1	180	36
1	182	37
1	183	38
1	204	39
1	206	40
1	207	41
1	209	42
1	211	43
1	223	44
1	225	45
1	227	46
1	228	47
1	230	48
1	232	49
1	253	50
1	254	51
1	256	52
1	257	53
1	259	54
1	260	55
1	262	56
1	264	57
1	265	58
1	267	59
1	268	60
1	270	61
1	283	62
1	285	63
1	286	64
1	288	65
1	289	66
1	291	67
1	302	68
1	304	69
1	306	70
1	307	71
1	309	72
1	310	73
1	312	74
1	324	75
1	326	76
1	327	77
1	329	78
1	331	79
1	333	80
1	335	81
1	336	82
1	338	83
1	339	84
1	341	85
1	342	86
1	344	87
1	346	88
1	348	89
1	349	90
1	351	91
1	352	92
1	354	93
1	356	94
1	357	95
1	359	96
1	360	97
1	362	98
1	364	99
1	365	100
0	2	1
0	4	2
0	6	3
0	8	4
0	10	5
0	42	6
0	43	7
0	45	8
0	46	9
0	48	10
0	49	11
0	51	12
0	82	13
0	83	14
0	85	15
0	86	16
0	88	17
0	89	18
0	91	19
0	93	20
0	122	21
0	124	22
0	125	23
0	127	24
0	128	25
0	130	26
0	131	27
0	153	28
0	154	29
0	156	30
0	157	31
0	159	32
0	160	33
0	161	34
0	184	35
0	186	36
0	188	37
0	189	38
0	191	39
0	193	40
0	213	41
0	214	42
0	216	43
0	217	44
0	219	45
0	221	46
0	234	47
0	236	48
0	237	49
0	240	50
0	242	51
0	244	52
0	246	53
0	247	54
0	249	55
0	250	56
0	252	57
0	272	58
0	274	59
0	276	60
0	277	61
0	279	62
0	280	63
0	282	64
0	293	65
0	295	66
0	296	67
0	298	68
0	299	69
0	301	70
0	313	71
0	315	72
0	317	73
0	318	74
0	320	75
0	321	76
0	331	77
0	333	78
0	335	79
0	336	80
0	338	81
0	339	82
0	341	83
0	343	84
0	344	85
0	346	86
0	347	87
0	349	88
0	350	89
0	352	90
0	353	91
0	355	92
0	357	93
0	358	94
0	360	95
0	362	96
0	364	97
0	365	98
0	367	99
0	369	100
